<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SPFB.RTS,D,20080512,000000,231065.00000,232200.00000,227910.00000,231435.00000
SPFB.RTS,D,20080513,000000,232105.00000,234050.00000,228510.00000,233085.00000
SPFB.RTS,D,20080514,000000,233805.00000,241295.00000,231100.00000,241295.00000
SPFB.RTS,D,20080515,000000,242705.00000,245300.00000,238720.00000,240295.00000
SPFB.RTS,D,20080516,000000,241100.00000,247855.00000,240405.00000,247305.00000
SPFB.RTS,D,20080519,000000,248000.00000,249600.00000,244570.00000,248900.00000
SPFB.RTS,D,20080520,000000,248500.00000,248500.00000,242260.00000,243700.00000
SPFB.RTS,D,20080521,000000,242500.00000,248820.00000,242500.00000,247150.00000
SPFB.RTS,D,20080522,000000,246900.00000,248750.00000,241125.00000,241570.00000
SPFB.RTS,D,20080523,000000,242215.00000,244295.00000,239705.00000,244000.00000
SPFB.RTS,D,20080526,000000,243000.00000,244410.00000,240370.00000,244145.00000
SPFB.RTS,D,20080527,000000,244400.00000,246485.00000,238155.00000,244200.00000
SPFB.RTS,D,20080528,000000,238170.00000,240700.00000,236600.00000,238345.00000
SPFB.RTS,D,20080529,000000,240385.00000,244700.00000,239000.00000,240300.00000
SPFB.RTS,D,20080530,000000,243215.00000,246755.00000,242335.00000,243400.00000
SPFB.RTS,D,20080601,000000,245800.00000,246300.00000,245530.00000,246250.00000
SPFB.RTS,D,20080602,000000,246075.00000,246700.00000,242950.00000,246250.00000
SPFB.RTS,D,20080603,000000,243460.00000,245150.00000,242500.00000,243945.00000
SPFB.RTS,D,20080604,000000,241030.00000,241400.00000,233600.00000,233815.00000
SPFB.RTS,D,20080605,000000,233760.00000,239200.00000,232700.00000,239145.00000
SPFB.RTS,D,20080606,000000,239195.00000,241785.00000,235500.00000,235720.00000
SPFB.RTS,D,20080607,000000,235715.00000,242400.00000,233255.00000,234000.00000
SPFB.RTS,D,20080609,000000,234000.00000,237275.00000,233810.00000,236215.00000
SPFB.RTS,D,20080610,000000,236300.00000,236300.00000,232230.00000,233920.00000
SPFB.RTS,D,20080611,000000,234285.00000,236995.00000,233605.00000,233900.00000
SPFB.RTS,D,20080616,000000,234150.00000,239550.00000,234150.00000,238250.00000
SPFB.RTS,D,20080617,000000,238250.00000,242195.00000,238030.00000,240310.00000
SPFB.RTS,D,20080618,000000,240385.00000,243345.00000,239670.00000,240700.00000
SPFB.RTS,D,20080619,000000,240600.00000,242400.00000,239050.00000,241055.00000
SPFB.RTS,D,20080620,000000,240985.00000,240990.00000,237100.00000,237200.00000
SPFB.RTS,D,20080623,000000,237150.00000,238550.00000,233050.00000,234300.00000
SPFB.RTS,D,20080624,000000,234160.00000,234995.00000,229725.00000,231595.00000
SPFB.RTS,D,20080625,000000,231600.00000,233310.00000,229855.00000,231365.00000
SPFB.RTS,D,20080626,000000,231320.00000,232995.00000,227805.00000,227995.00000
SPFB.RTS,D,20080627,000000,227845.00000,234000.00000,226810.00000,233810.00000
SPFB.RTS,D,20080630,000000,233690.00000,233995.00000,228780.00000,230400.00000
SPFB.RTS,D,20080701,000000,230370.00000,230950.00000,221700.00000,224910.00000
SPFB.RTS,D,20080702,000000,224965.00000,226695.00000,223000.00000,223000.00000
SPFB.RTS,D,20080703,000000,222920.00000,225005.00000,220140.00000,223860.00000
SPFB.RTS,D,20080704,000000,223740.00000,223985.00000,218045.00000,218800.00000
SPFB.RTS,D,20080707,000000,219010.00000,222030.00000,217505.00000,219650.00000
SPFB.RTS,D,20080708,000000,219550.00000,219895.00000,215330.00000,219800.00000
SPFB.RTS,D,20080709,000000,219900.00000,221375.00000,217000.00000,217000.00000
SPFB.RTS,D,20080710,000000,217000.00000,221385.00000,216535.00000,221285.00000
SPFB.RTS,D,20080711,000000,221285.00000,222100.00000,213340.00000,216075.00000
SPFB.RTS,D,20080714,000000,216375.00000,221195.00000,216375.00000,220510.00000
SPFB.RTS,D,20080715,000000,220500.00000,220500.00000,216395.00000,218675.00000
SPFB.RTS,D,20080716,000000,218650.00000,220950.00000,214645.00000,220875.00000
SPFB.RTS,D,20080717,000000,220875.00000,225185.00000,219505.00000,224100.00000
SPFB.RTS,D,20080718,000000,224020.00000,224020.00000,213810.00000,215910.00000
SPFB.RTS,D,20080721,000000,216000.00000,217330.00000,211815.00000,215200.00000
SPFB.RTS,D,20080722,000000,215000.00000,215000.00000,211400.00000,212905.00000
SPFB.RTS,D,20080723,000000,213045.00000,214900.00000,210260.00000,211540.00000
SPFB.RTS,D,20080724,000000,211655.00000,211950.00000,201200.00000,201900.00000
SPFB.RTS,D,20080725,000000,201900.00000,202350.00000,193555.00000,196295.00000
SPFB.RTS,D,20080728,000000,196380.00000,199400.00000,187150.00000,187400.00000
SPFB.RTS,D,20080729,000000,187325.00000,193270.00000,186000.00000,192360.00000
SPFB.RTS,D,20080730,000000,192480.00000,198395.00000,191030.00000,198305.00000
SPFB.RTS,D,20080731,000000,198400.00000,201800.00000,192300.00000,197315.00000
SPFB.RTS,D,20080801,000000,192480.00000,197395.00000,192120.00000,195245.00000
SPFB.RTS,D,20080804,000000,195005.00000,195005.00000,185700.00000,186090.00000
SPFB.RTS,D,20080805,000000,186050.00000,188190.00000,179750.00000,183700.00000
SPFB.RTS,D,20080806,000000,183790.00000,185965.00000,172810.00000,183455.00000
SPFB.RTS,D,20080807,000000,183420.00000,187795.00000,182055.00000,182850.00000
SPFB.RTS,D,20080808,000000,182800.00000,183935.00000,170420.00000,176300.00000
SPFB.RTS,D,20080809,000000,172000.00000,176765.00000,170420.00000,176300.00000
SPFB.RTS,D,20080811,000000,176125.00000,179830.00000,164500.00000,176500.00000
SPFB.RTS,D,20080812,000000,176125.00000,184690.00000,173000.00000,179690.00000
SPFB.RTS,D,20080813,000000,179500.00000,183750.00000,177200.00000,180490.00000
SPFB.RTS,D,20080814,000000,180630.00000,183385.00000,180210.00000,181800.00000
SPFB.RTS,D,20080815,000000,181600.00000,182200.00000,177555.00000,178750.00000
SPFB.RTS,D,20080818,000000,178870.00000,182400.00000,175800.00000,176005.00000
SPFB.RTS,D,20080819,000000,176000.00000,176100.00000,164000.00000,167140.00000
SPFB.RTS,D,20080820,000000,167140.00000,173700.00000,167140.00000,172600.00000
SPFB.RTS,D,20080821,000000,172850.00000,175275.00000,166755.00000,175120.00000
SPFB.RTS,D,20080822,000000,175190.00000,175995.00000,167625.00000,168500.00000
SPFB.RTS,D,20080825,000000,168595.00000,169260.00000,158500.00000,159350.00000
SPFB.RTS,D,20080826,000000,159305.00000,159750.00000,150940.00000,157730.00000
SPFB.RTS,D,20080827,000000,157900.00000,161645.00000,152700.00000,159990.00000
SPFB.RTS,D,20080828,000000,160030.00000,167675.00000,157310.00000,166305.00000
SPFB.RTS,D,20080829,000000,166300.00000,166585.00000,161350.00000,162860.00000
SPFB.RTS,D,20080901,000000,162805.00000,168500.00000,161525.00000,165450.00000
SPFB.RTS,D,20080902,000000,165330.00000,167290.00000,162525.00000,163335.00000
SPFB.RTS,D,20080903,000000,163300.00000,164890.00000,156000.00000,158150.00000
SPFB.RTS,D,20080904,000000,158170.00000,161855.00000,148305.00000,148325.00000
SPFB.RTS,D,20080905,000000,148255.00000,148995.00000,136400.00000,147820.00000
SPFB.RTS,D,20080908,000000,148155.00000,154975.00000,147005.00000,148990.00000
SPFB.RTS,D,20080909,000000,148900.00000,148900.00000,130550.00000,131300.00000
SPFB.RTS,D,20080910,000000,132985.00000,138500.00000,123600.00000,135420.00000
SPFB.RTS,D,20080911,000000,135110.00000,135110.00000,122500.00000,127550.00000
SPFB.RTS,D,20080912,000000,127945.00000,139305.00000,126210.00000,138295.00000
SPFB.RTS,D,20080915,000000,138040.00000,138040.00000,121265.00000,123365.00000
SPFB.RTS,D,20080916,000000,123305.00000,123305.00000,87330.00000,105850.00000
SPFB.RTS,D,20080917,000000,106990.00000,111400.00000,94005.00000,96300.00000
SPFB.RTS,D,20080919,000000,115000.00000,142495.00000,106500.00000,137395.00000
SPFB.RTS,D,20080922,000000,137350.00000,139690.00000,128275.00000,133225.00000
SPFB.RTS,D,20080923,000000,133300.00000,135340.00000,125200.00000,128400.00000
SPFB.RTS,D,20080924,000000,128995.00000,138750.00000,128995.00000,132230.00000
SPFB.RTS,D,20080925,000000,132445.00000,141800.00000,130255.00000,141155.00000
SPFB.RTS,D,20080926,000000,141150.00000,141150.00000,129870.00000,134780.00000
SPFB.RTS,D,20080929,000000,134780.00000,134780.00000,106690.00000,108660.00000
SPFB.RTS,D,20080930,000000,108500.00000,124500.00000,106710.00000,124380.00000
SPFB.RTS,D,20081001,000000,124410.00000,124915.00000,118500.00000,123600.00000
SPFB.RTS,D,20081002,000000,123300.00000,123300.00000,112005.00000,112095.00000
SPFB.RTS,D,20081003,000000,112500.00000,115800.00000,105375.00000,105700.00000
SPFB.RTS,D,20081006,000000,105510.00000,105510.00000,73010.00000,77300.00000
SPFB.RTS,D,20081007,000000,77895.00000,93000.00000,77780.00000,79290.00000
SPFB.RTS,D,20081008,000000,78205.00000,86400.00000,70780.00000,83700.00000
SPFB.RTS,D,20081009,000000,83100.00000,98200.00000,75630.00000,76400.00000
SPFB.RTS,D,20081010,000000,76050.00000,82700.00000,67000.00000,82000.00000
SPFB.RTS,D,20081013,000000,82785.00000,88390.00000,78000.00000,87605.00000
SPFB.RTS,D,20081014,000000,87945.00000,92160.00000,83200.00000,85500.00000
SPFB.RTS,D,20081015,000000,85600.00000,85950.00000,74495.00000,74950.00000
SPFB.RTS,D,20081016,000000,74525.00000,79800.00000,70000.00000,78100.00000
SPFB.RTS,D,20081017,000000,78450.00000,78900.00000,67290.00000,69815.00000
SPFB.RTS,D,20081020,000000,70000.00000,77000.00000,70000.00000,75965.00000
SPFB.RTS,D,20081021,000000,76090.00000,78220.00000,71355.00000,71400.00000
SPFB.RTS,D,20081022,000000,71315.00000,71820.00000,65180.00000,65390.00000
SPFB.RTS,D,20081023,000000,65595.00000,69995.00000,61790.00000,66505.00000
SPFB.RTS,D,20081024,000000,66400.00000,66400.00000,50190.00000,57600.00000
SPFB.RTS,D,20081027,000000,57400.00000,57400.00000,48330.00000,53505.00000
SPFB.RTS,D,20081028,000000,53755.00000,65895.00000,53755.00000,65205.00000
SPFB.RTS,D,20081029,000000,65205.00000,69940.00000,61600.00000,67600.00000
SPFB.RTS,D,20081030,000000,67890.00000,80600.00000,67890.00000,78705.00000
SPFB.RTS,D,20081031,000000,78700.00000,83995.00000,72770.00000,83995.00000
SPFB.RTS,D,20081101,000000,83455.00000,86600.00000,82300.00000,83400.00000
SPFB.RTS,D,20081105,000000,97035.00000,97035.00000,78205.00000,78900.00000
SPFB.RTS,D,20081106,000000,78555.00000,81065.00000,72405.00000,72670.00000
SPFB.RTS,D,20081107,000000,72805.00000,82210.00000,72805.00000,81900.00000
SPFB.RTS,D,20081110,000000,81990.00000,88000.00000,77800.00000,78100.00000
SPFB.RTS,D,20081111,000000,78405.00000,79435.00000,63115.00000,65875.00000
SPFB.RTS,D,20081112,000000,65910.00000,68400.00000,57215.00000,58500.00000
SPFB.RTS,D,20081113,000000,57500.00000,74600.00000,55215.00000,73985.00000
SPFB.RTS,D,20081114,000000,73800.00000,74925.00000,63075.00000,65700.00000
SPFB.RTS,D,20081117,000000,65650.00000,65650.00000,58150.00000,61695.00000
SPFB.RTS,D,20081118,000000,61625.00000,64825.00000,55680.00000,61870.00000
SPFB.RTS,D,20081119,000000,61970.00000,62995.00000,57910.00000,58010.00000
SPFB.RTS,D,20081120,000000,58000.00000,61315.00000,53725.00000,54870.00000
SPFB.RTS,D,20081121,000000,54830.00000,60510.00000,54820.00000,59150.00000
SPFB.RTS,D,20081124,000000,59220.00000,69395.00000,56750.00000,69125.00000
SPFB.RTS,D,20081125,000000,68910.00000,71250.00000,64640.00000,66700.00000
SPFB.RTS,D,20081126,000000,66360.00000,68795.00000,64510.00000,68400.00000
SPFB.RTS,D,20081127,000000,68240.00000,70570.00000,67125.00000,68300.00000
SPFB.RTS,D,20081128,000000,68300.00000,69000.00000,65000.00000,66900.00000
SPFB.RTS,D,20081201,000000,66875.00000,66875.00000,58745.00000,58790.00000
SPFB.RTS,D,20081202,000000,58715.00000,62300.00000,57150.00000,61465.00000
SPFB.RTS,D,20081203,000000,61465.00000,62230.00000,58305.00000,61005.00000
SPFB.RTS,D,20081204,000000,60840.00000,62185.00000,58050.00000,58195.00000
SPFB.RTS,D,20081205,000000,58200.00000,61300.00000,58135.00000,61300.00000
SPFB.RTS,D,20081208,000000,61300.00000,66955.00000,61300.00000,65955.00000
SPFB.RTS,D,20081209,000000,65815.00000,66675.00000,62800.00000,63320.00000
SPFB.RTS,D,20081210,000000,64500.00000,68790.00000,64500.00000,67570.00000
SPFB.RTS,D,20081211,000000,67570.00000,70250.00000,66405.00000,68495.00000
SPFB.RTS,D,20081212,000000,68315.00000,68315.00000,64485.00000,67700.00000
SPFB.RTS,D,20081215,000000,67825.00000,71015.00000,67825.00000,69650.00000
SPFB.RTS,D,20081216,000000,69630.00000,72600.00000,68600.00000,72505.00000
SPFB.RTS,D,20081217,000000,72485.00000,72485.00000,68155.00000,68615.00000
SPFB.RTS,D,20081218,000000,68595.00000,69535.00000,63135.00000,64120.00000
SPFB.RTS,D,20081219,000000,64195.00000,65300.00000,62860.00000,64050.00000
SPFB.RTS,D,20081222,000000,64070.00000,65490.00000,63205.00000,63755.00000
SPFB.RTS,D,20081223,000000,63780.00000,68780.00000,63470.00000,67995.00000
SPFB.RTS,D,20081224,000000,67825.00000,69550.00000,65135.00000,65305.00000
SPFB.RTS,D,20081225,000000,65300.00000,66365.00000,63615.00000,64540.00000
SPFB.RTS,D,20081226,000000,64685.00000,65105.00000,61775.00000,63095.00000
SPFB.RTS,D,20081229,000000,63140.00000,64700.00000,61055.00000,62200.00000
SPFB.RTS,D,20081230,000000,62245.00000,62875.00000,59725.00000,61065.00000
SPFB.RTS,D,20081231,000000,61180.00000,61300.00000,59385.00000,59670.00000
SPFB.RTS,D,20090111,000000,60480.00000,64945.00000,59900.00000,61265.00000
SPFB.RTS,D,20090112,000000,61265.00000,61685.00000,60125.00000,60415.00000
SPFB.RTS,D,20090113,000000,60390.00000,60970.00000,59125.00000,60850.00000
SPFB.RTS,D,20090114,000000,60925.00000,61365.00000,55350.00000,55705.00000
SPFB.RTS,D,20090115,000000,55575.00000,57120.00000,53535.00000,55545.00000
SPFB.RTS,D,20090116,000000,55585.00000,56570.00000,53670.00000,54400.00000
SPFB.RTS,D,20090119,000000,54460.00000,54895.00000,49775.00000,50650.00000
SPFB.RTS,D,20090120,000000,50635.00000,50635.00000,47850.00000,47990.00000
SPFB.RTS,D,20090121,000000,48075.00000,53400.00000,47565.00000,53130.00000
SPFB.RTS,D,20090122,000000,53295.00000,53845.00000,48095.00000,49010.00000
SPFB.RTS,D,20090123,000000,49050.00000,51750.00000,46300.00000,50535.00000
SPFB.RTS,D,20090126,000000,50500.00000,55300.00000,49060.00000,53905.00000
SPFB.RTS,D,20090127,000000,53980.00000,55745.00000,51915.00000,53400.00000
SPFB.RTS,D,20090128,000000,53400.00000,55445.00000,52985.00000,54990.00000
SPFB.RTS,D,20090129,000000,54750.00000,54750.00000,51105.00000,51275.00000
SPFB.RTS,D,20090130,000000,51295.00000,54475.00000,50535.00000,52055.00000
SPFB.RTS,D,20090202,000000,52005.00000,52005.00000,49210.00000,51325.00000
SPFB.RTS,D,20090203,000000,51300.00000,52250.00000,50195.00000,52100.00000
SPFB.RTS,D,20090204,000000,52150.00000,52870.00000,50525.00000,51050.00000
SPFB.RTS,D,20090205,000000,51050.00000,52245.00000,49670.00000,51450.00000
SPFB.RTS,D,20090206,000000,51395.00000,55170.00000,50725.00000,54935.00000
SPFB.RTS,D,20090209,000000,54935.00000,58330.00000,53850.00000,57820.00000
SPFB.RTS,D,20090210,000000,57705.00000,61480.00000,55965.00000,58005.00000
SPFB.RTS,D,20090211,000000,58080.00000,62385.00000,57375.00000,61300.00000
SPFB.RTS,D,20090212,000000,61205.00000,62125.00000,58110.00000,59505.00000
SPFB.RTS,D,20090213,000000,59505.00000,63885.00000,59505.00000,62920.00000
SPFB.RTS,D,20090216,000000,62910.00000,63060.00000,58175.00000,58240.00000
SPFB.RTS,D,20090217,000000,58215.00000,58215.00000,51505.00000,51800.00000
SPFB.RTS,D,20090218,000000,51900.00000,52695.00000,48325.00000,50800.00000
SPFB.RTS,D,20090219,000000,50805.00000,55070.00000,50715.00000,53450.00000
SPFB.RTS,D,20090220,000000,53370.00000,53370.00000,49825.00000,50770.00000
SPFB.RTS,D,20090224,000000,50670.00000,53300.00000,48400.00000,53280.00000
SPFB.RTS,D,20090225,000000,53300.00000,53675.00000,51065.00000,52990.00000
SPFB.RTS,D,20090226,000000,52950.00000,55200.00000,52550.00000,53800.00000
SPFB.RTS,D,20090227,000000,53800.00000,54945.00000,52250.00000,54435.00000
SPFB.RTS,D,20090302,000000,54250.00000,54250.00000,49950.00000,50010.00000
SPFB.RTS,D,20090303,000000,50195.00000,54745.00000,50195.00000,53805.00000
SPFB.RTS,D,20090304,000000,53900.00000,58095.00000,53900.00000,57740.00000
SPFB.RTS,D,20090305,000000,57655.00000,57655.00000,54090.00000,54305.00000
SPFB.RTS,D,20090306,000000,54255.00000,57840.00000,54065.00000,57700.00000
SPFB.RTS,D,20090310,000000,57140.00000,64000.00000,57050.00000,63000.00000
SPFB.RTS,D,20090311,000000,63245.00000,63800.00000,60485.00000,61175.00000
SPFB.RTS,D,20090312,000000,61000.00000,63250.00000,59360.00000,63000.00000
SPFB.RTS,D,20090313,000000,63055.00000,63970.00000,60730.00000,62220.00000
SPFB.RTS,D,20090316,000000,62200.00000,64440.00000,58250.00000,61250.00000
SPFB.RTS,D,20090317,000000,61345.00000,65900.00000,61345.00000,65845.00000
SPFB.RTS,D,20090318,000000,65845.00000,66255.00000,62350.00000,65650.00000
SPFB.RTS,D,20090319,000000,65600.00000,69600.00000,64795.00000,68000.00000
SPFB.RTS,D,20090320,000000,67900.00000,69450.00000,66300.00000,67950.00000
SPFB.RTS,D,20090323,000000,67980.00000,74950.00000,67980.00000,74795.00000
SPFB.RTS,D,20090324,000000,74705.00000,75300.00000,69850.00000,70240.00000
SPFB.RTS,D,20090325,000000,70225.00000,73235.00000,69050.00000,72070.00000
SPFB.RTS,D,20090326,000000,72145.00000,73785.00000,71675.00000,73400.00000
SPFB.RTS,D,20090327,000000,73330.00000,73695.00000,68305.00000,68800.00000
SPFB.RTS,D,20090330,000000,68795.00000,68795.00000,63565.00000,63910.00000
SPFB.RTS,D,20090331,000000,64075.00000,67445.00000,64075.00000,66830.00000
SPFB.RTS,D,20090401,000000,66780.00000,67990.00000,64465.00000,67965.00000
SPFB.RTS,D,20090402,000000,67995.00000,74195.00000,67995.00000,72715.00000
SPFB.RTS,D,20090403,000000,72630.00000,73700.00000,70885.00000,72750.00000
SPFB.RTS,D,20090406,000000,72895.00000,76860.00000,71550.00000,72250.00000
SPFB.RTS,D,20090407,000000,72300.00000,74545.00000,70050.00000,72760.00000
SPFB.RTS,D,20090408,000000,72690.00000,75850.00000,69525.00000,75500.00000
SPFB.RTS,D,20090409,000000,75570.00000,80300.00000,75570.00000,80065.00000
SPFB.RTS,D,20090410,000000,80150.00000,80375.00000,78150.00000,80065.00000
SPFB.RTS,D,20090413,000000,80055.00000,80055.00000,77650.00000,79200.00000
SPFB.RTS,D,20090414,000000,79100.00000,82440.00000,77335.00000,77915.00000
SPFB.RTS,D,20090415,000000,77825.00000,79595.00000,76405.00000,79585.00000
SPFB.RTS,D,20090416,000000,79595.00000,80685.00000,77710.00000,80420.00000
SPFB.RTS,D,20090417,000000,80415.00000,81150.00000,79305.00000,80625.00000
SPFB.RTS,D,20090420,000000,80615.00000,80615.00000,74655.00000,74800.00000
SPFB.RTS,D,20090421,000000,74840.00000,75940.00000,72690.00000,75500.00000
SPFB.RTS,D,20090422,000000,75440.00000,76465.00000,73855.00000,74900.00000
SPFB.RTS,D,20090423,000000,74970.00000,80000.00000,74750.00000,79300.00000
SPFB.RTS,D,20090424,000000,79225.00000,81195.00000,78125.00000,80200.00000
SPFB.RTS,D,20090427,000000,80105.00000,80105.00000,75655.00000,76250.00000
SPFB.RTS,D,20090428,000000,76245.00000,76245.00000,73505.00000,75385.00000
SPFB.RTS,D,20090429,000000,75525.00000,79330.00000,75105.00000,79080.00000
SPFB.RTS,D,20090430,000000,79105.00000,81450.00000,77890.00000,78950.00000
SPFB.RTS,D,20090504,000000,79095.00000,83975.00000,79095.00000,83910.00000
SPFB.RTS,D,20090505,000000,83900.00000,84685.00000,82715.00000,83785.00000
SPFB.RTS,D,20090506,000000,83700.00000,88470.00000,82520.00000,87900.00000
SPFB.RTS,D,20090507,000000,87980.00000,93240.00000,87880.00000,89105.00000
SPFB.RTS,D,20090508,000000,89370.00000,93995.00000,89370.00000,93630.00000
SPFB.RTS,D,20090512,000000,93310.00000,98750.00000,91400.00000,98500.00000
SPFB.RTS,D,20090513,000000,98725.00000,101190.00000,90775.00000,90825.00000
SPFB.RTS,D,20090514,000000,90895.00000,94370.00000,89360.00000,94170.00000
SPFB.RTS,D,20090515,000000,94195.00000,94890.00000,90555.00000,90910.00000
SPFB.RTS,D,20090518,000000,90985.00000,96450.00000,89575.00000,96150.00000
SPFB.RTS,D,20090519,000000,96190.00000,98550.00000,94700.00000,97660.00000
SPFB.RTS,D,20090520,000000,97795.00000,103940.00000,96700.00000,102120.00000
SPFB.RTS,D,20090521,000000,102005.00000,102995.00000,96670.00000,98270.00000
SPFB.RTS,D,20090522,000000,98220.00000,103300.00000,98220.00000,102115.00000
SPFB.RTS,D,20090525,000000,102015.00000,102990.00000,99585.00000,101845.00000
SPFB.RTS,D,20090526,000000,101580.00000,102400.00000,96330.00000,101845.00000
SPFB.RTS,D,20090527,000000,101875.00000,103970.00000,100160.00000,100365.00000
SPFB.RTS,D,20090528,000000,100350.00000,107915.00000,100055.00000,107415.00000
SPFB.RTS,D,20090529,000000,107420.00000,109870.00000,106655.00000,109575.00000
SPFB.RTS,D,20090601,000000,109575.00000,120300.00000,109575.00000,118555.00000
SPFB.RTS,D,20090602,000000,118555.00000,122200.00000,114895.00000,118880.00000
SPFB.RTS,D,20090603,000000,118900.00000,119945.00000,107600.00000,108550.00000
SPFB.RTS,D,20090604,000000,108690.00000,114600.00000,106500.00000,113995.00000
SPFB.RTS,D,20090605,000000,114035.00000,117710.00000,110255.00000,112515.00000
SPFB.RTS,D,20090608,000000,112405.00000,112405.00000,107100.00000,112160.00000
SPFB.RTS,D,20090609,000000,112100.00000,112445.00000,108110.00000,110850.00000
SPFB.RTS,D,20090610,000000,110720.00000,114360.00000,109710.00000,110950.00000
SPFB.RTS,D,20090611,000000,111120.00000,114495.00000,109100.00000,113860.00000
SPFB.RTS,D,20090615,000000,113785.00000,113785.00000,104005.00000,105515.00000
SPFB.RTS,D,20090616,000000,105500.00000,108330.00000,104100.00000,105600.00000
SPFB.RTS,D,20090617,000000,105690.00000,107195.00000,101410.00000,103700.00000
SPFB.RTS,D,20090618,000000,103775.00000,104195.00000,97100.00000,100260.00000
SPFB.RTS,D,20090619,000000,100320.00000,101475.00000,97300.00000,98500.00000
SPFB.RTS,D,20090622,000000,98330.00000,98550.00000,90700.00000,91990.00000
SPFB.RTS,D,20090623,000000,91905.00000,93500.00000,86910.00000,92650.00000
SPFB.RTS,D,20090624,000000,92610.00000,95840.00000,91525.00000,93200.00000
SPFB.RTS,D,20090625,000000,93300.00000,95470.00000,91700.00000,95190.00000
SPFB.RTS,D,20090626,000000,95055.00000,96560.00000,92410.00000,93105.00000
SPFB.RTS,D,20090629,000000,93020.00000,96300.00000,91235.00000,96295.00000
SPFB.RTS,D,20090630,000000,96300.00000,97675.00000,93430.00000,94395.00000
SPFB.RTS,D,20090701,000000,94325.00000,96975.00000,93760.00000,95700.00000
SPFB.RTS,D,20090702,000000,95700.00000,96100.00000,92640.00000,92865.00000
SPFB.RTS,D,20090703,000000,92900.00000,94285.00000,91635.00000,92460.00000
SPFB.RTS,D,20090706,000000,92450.00000,93020.00000,88610.00000,90090.00000
SPFB.RTS,D,20090707,000000,90030.00000,91385.00000,86500.00000,86500.00000
SPFB.RTS,D,20090708,000000,86500.00000,87200.00000,83310.00000,84540.00000
SPFB.RTS,D,20090709,000000,84570.00000,87385.00000,83000.00000,85050.00000
SPFB.RTS,D,20090710,000000,85010.00000,85010.00000,79525.00000,80395.00000
SPFB.RTS,D,20090713,000000,80305.00000,83990.00000,77945.00000,83755.00000
SPFB.RTS,D,20090714,000000,83910.00000,85750.00000,82860.00000,84250.00000
SPFB.RTS,D,20090715,000000,84340.00000,90120.00000,84340.00000,89895.00000
SPFB.RTS,D,20090716,000000,89740.00000,90500.00000,87130.00000,90250.00000
SPFB.RTS,D,20090717,000000,90165.00000,92455.00000,88445.00000,91280.00000
SPFB.RTS,D,20090720,000000,91350.00000,97290.00000,91350.00000,97200.00000
SPFB.RTS,D,20090721,000000,97130.00000,99770.00000,94670.00000,97790.00000
SPFB.RTS,D,20090722,000000,97995.00000,99090.00000,93800.00000,94940.00000
SPFB.RTS,D,20090723,000000,95000.00000,102460.00000,95000.00000,102075.00000
SPFB.RTS,D,20090724,000000,101745.00000,102080.00000,99610.00000,101645.00000
SPFB.RTS,D,20090727,000000,101645.00000,104855.00000,101645.00000,102760.00000
SPFB.RTS,D,20090728,000000,102865.00000,104535.00000,96400.00000,98845.00000
SPFB.RTS,D,20090729,000000,98705.00000,98705.00000,93165.00000,93605.00000
SPFB.RTS,D,20090730,000000,93745.00000,102500.00000,93745.00000,101100.00000
SPFB.RTS,D,20090731,000000,101495.00000,102980.00000,97915.00000,102325.00000
SPFB.RTS,D,20090803,000000,102400.00000,109430.00000,102400.00000,108975.00000
SPFB.RTS,D,20090804,000000,108855.00000,109665.00000,105130.00000,107425.00000
SPFB.RTS,D,20090805,000000,107500.00000,111680.00000,105740.00000,108480.00000
SPFB.RTS,D,20090806,000000,108475.00000,110745.00000,104695.00000,106350.00000
SPFB.RTS,D,20090807,000000,106340.00000,111160.00000,102840.00000,109600.00000
SPFB.RTS,D,20090810,000000,109560.00000,109560.00000,103850.00000,105465.00000
SPFB.RTS,D,20090811,000000,105470.00000,107765.00000,100305.00000,101215.00000
SPFB.RTS,D,20090812,000000,101000.00000,103695.00000,97310.00000,103300.00000
SPFB.RTS,D,20090813,000000,103400.00000,107420.00000,103065.00000,105220.00000
SPFB.RTS,D,20090814,000000,105300.00000,106795.00000,99915.00000,100105.00000
SPFB.RTS,D,20090817,000000,100100.00000,100100.00000,96555.00000,97315.00000
SPFB.RTS,D,20090818,000000,97395.00000,100700.00000,96805.00000,100250.00000
SPFB.RTS,D,20090819,000000,100200.00000,101475.00000,96105.00000,100450.00000
SPFB.RTS,D,20090820,000000,100625.00000,102450.00000,99200.00000,101430.00000
SPFB.RTS,D,20090821,000000,101425.00000,107240.00000,99785.00000,106665.00000
SPFB.RTS,D,20090824,000000,106700.00000,110675.00000,106550.00000,108365.00000
SPFB.RTS,D,20090825,000000,108260.00000,112050.00000,106710.00000,107335.00000
SPFB.RTS,D,20090826,000000,107420.00000,110595.00000,105550.00000,106970.00000
SPFB.RTS,D,20090827,000000,106935.00000,108445.00000,103570.00000,107590.00000
SPFB.RTS,D,20090828,000000,107510.00000,109410.00000,106055.00000,106600.00000
SPFB.RTS,D,20090831,000000,106505.00000,106505.00000,104025.00000,105070.00000
SPFB.RTS,D,20090901,000000,105080.00000,107700.00000,102650.00000,102730.00000
SPFB.RTS,D,20090902,000000,102820.00000,104900.00000,102820.00000,104640.00000
SPFB.RTS,D,20090903,000000,104650.00000,107145.00000,104650.00000,106750.00000
